Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,PSH Flag Count,ACK Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Subflow Fwd Bytes,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Total TCP Flow Time,Label
10.16.0.2-144.122.71.18-55562-6642-6,10.16.0.2,55562,144.122.71.18,6642,6,35:01.2,8012,12,8,474,16238,207,39.5,71.14198351,6740,2029.75,2969.197378,2085871.193,2496.255617,421.6842105,522.4832855,1895,5,8012,728.3636364,554.4514898,1895,237,7092,1013.142857,1030.777769,2954,9,4,6,392,264,1497.75337,998.5022466,6740,835.6,2061.959477,4251676.884,0,2,10,19,0.666666667,835.6,39.5,2029.75,23,811,65280,504,4,32,8012,0
10.16.0.6-144.122.71.18-42894-6642-6,10.16.0.6,42894,144.122.71.18,6642,6,33:02.5,1006,12,10,528,21205,261,44,83.35902634,6740,2120.5,2951.481144,21603379.72,21868.78728,47.9047619,73.50027535,305,3,1006,91.45454545,95.18966712,305,7,963,107,118.367014,374,7,4,6,392,328,11928.42942,9940.357853,6740,987.8636364,2203.858074,4856990.409,2,2,10,21,0.833333333,987.8636364,44,2120.5,24,963,65280,503,4,32,1006,0
100.64.0.2-10.16.0.45-59594-1880-6,100.64.0.2,59594,10.16.0.45,1880,6,14:24.6,339,6,5,434,160,434,72.33333333,177.1797581,160,32,71.55417528,1752212.389,32448.37758,33.9,82.20766388,266,0,338,67.6,116.5945968,275,4,328,82,123.6581309,266,5,1,1,200,168,17699.11504,14749.26254,434,54,134.8628933,18188,2,2,2,10,0.833333333,54,72.33333333,32,39,14,64240,503,1,32,339,0
100.64.0.2-10.16.0.45-56344-1880-6,100.64.0.2,56344,10.16.0.45,1880,6,00:38.6,759,6,5,410,161,410,68.33333333,167.3817991,161,32.2,72.00138888,752305.6653,14492.75362,75.9,194.8922494,629,4,753,150.6,274.6093589,641,12,733,183.25,298.2553436,629,11,1,1,200,168,7905.13834,6587.615283,410,51.90909091,128.2111185,16438.09091,2,2,2,10,0.833333333,51.90909091,68.33333333,32.2,37,14,64240,503,1,32,759,0
100.64.0.2-10.16.0.18-41772-3000-6,100.64.0.2,41772,10.16.0.18,3000,6,38:06.4,901,5,5,456,180,456,91.2,203.9293995,180,36,80.49844719,705882.3529,11098.77913,100.1111111,248.2188774,761,6,891,222.75,370.3191191,778,25,884,221,360.4450952,761,22,1,1,168,168,5549.389567,5549.389567,456,63.6,149.0288563,22209.6,2,2,2,9,1,63.6,91.2,36,45,18,64240,502,1,32,901,0
100.64.0.2-10.16.0.4-56010-8080-6,100.64.0.2,56010,10.16.0.4,8080,6,40:41.3,355,5,5,107,137,107,21.4,47.85185472,137,27.4,61.26826258,687323.9437,28169.01408,39.44444444,38.92014617,115,9,335,83.75,40.85237651,123,47,317,79.25,51.87404618,144,29,1,1,168,168,14084.50704,14084.50704,137,24.4,51.92344793,2696.044444,2,2,2,9,1,24.4,21.4,27.4,10,13,65280,505,1,32,355,1
100.64.0.2-10.16.0.5-43122-8080-6,100.64.0.2,43122,10.16.0.5,8080,6,40:20.0,1032,6,5,107,137,107,17.83333333,43.68256708,137,27.4,61.26826258,236434.1085,10658.91473,103.2,86.25646514,263,24,1032,206.4,97.81513175,341,91,900,225,116.1751551,378,99,1,1,200,168,5813.953488,4844.96124,137,22.18181818,49.80525712,2480.563636,2,2,2,10,0.833333333,22.18181818,17.83333333,27.4,9,12,65280,505,1,32,1032,1
100.64.0.2-10.16.0.18-47582-3000-6,100.64.0.2,47582,10.16.0.18,3000,6,17:50.0,5951,5,5,467,180,467,93.4,208.8487491,180,36,80.49844719,108721.2233,1680.38985,661.2222222,1954.426116,5873,3,5943,1485.75,2931.528654,5883,8,5941,1485.25,2925.173998,5873,15,1,1,168,168,840.1949252,840.1949252,467,64.7,152.2527504,23180.9,2,2,2,9,1,64.7,93.4,36,46,18,64240,502,1,32,5951,0
100.64.0.2-10.16.0.15-38086-1880-6,100.64.0.2,38086,10.16.0.15,1880,6,06:33.2,765,6,4,364,472,364,60.66666667,148.6023777,472,118,236,1092810.458,13071.89542,85,211.1208185,647,5,765,153,282.6649961,658,14,746,248.6666667,345.6997734,647,27,1,1,200,136,7843.137255,5228.75817,472,83.6,178.0731435,31710.04444,2,2,2,9,0.666666667,83.6,60.66666667,118,36,47,64240,503,1,32,765,1
10.16.0.6-144.122.71.18-33132-6642-6,10.16.0.6,33132,144.122.71.18,6642,6,13:43.7,1015,10,9,474,16238,207,47.4,75.95934585,6740,1804.222222,2858.650284,16465024.63,18719.21182,56.38888889,91.94892373,399,4,1015,112.7777778,128.8514433,399,8,901,112.625,161.2167463,495,8,4,6,328,296,9852.216749,8866.995074,6740,879.5789474,2108.802776,4447049.146,0,2,10,18,0.9,879.5789474,47.4,1804.222222,24,854,65280,503,4,32,1015,1
100.64.0.2-10.16.0.18-33888-3000-6,100.64.0.2,33888,10.16.0.18,3000,6,18:03.6,907,5,5,524,1448,524,104.8,234.339924,1448,289.6,647.5652863,2174200.662,11025.35832,100.7777778,246.8282691,758,4,895,223.75,366.2443401,772,18,882,220.5,358.6088863,758,29,1,1,168,168,5512.679162,5512.679162,1448,197.2,469.3259469,220266.8444,2,2,2,9,1,197.2,104.8,289.6,52,144,64240,502,1,32,907,0
10.16.0.5-144.122.171.92-48472-53-17,10.16.0.5,48472,144.122.171.92,53,17,50:12.9,3442273,1,1,29,134,29,29,0,134,134,0,47.35243254,0.581011442,3442273,0,3442273,3442273,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0.290505721,0.290505721,134,81.5,74.24621202,5512.5,0,0,0,0,1,81.5,29,134,14,67,0,0,0,8,0,1
100.64.0.2-10.16.0.15-38804-1880-6,100.64.0.2,38804,10.16.0.15,1880,6,06:36.6,618,6,4,333,445,333,55.5,135.9466807,445,111.25,222.5,1258899.676,16181.22977,68.66666667,135.6687142,424,6,618,123.6,177.8209774,438,16,601,200.3333333,194.8905676,424,67,1,1,200,136,9708.737864,6472.491909,445,77.8,166.1276618,27598.4,2,2,2,9,0.666666667,77.8,55.5,111.25,33,44,64240,503,1,32,618,1
100.64.0.2-10.16.0.45-34358-1880-6,100.64.0.2,34358,10.16.0.45,1880,6,28:03.7,558,6,4,445,270,445,74.16666667,181.6704893,270,67.5,135,1281362.007,17921.14695,62,120.6917561,376,3,558,111.6,156.978661,387,12,534,178,181.0165738,376,21,1,1,200,136,10752.68817,7168.458781,445,71.5,156.2769977,24422.5,2,2,2,9,0.666666667,71.5,74.16666667,67.5,44,27,64240,503,1,32,558,0
100.64.0.2-10.16.0.5-35746-8080-6,100.64.0.2,35746,10.16.0.5,8080,6,11:46.2,389,5,5,107,137,107,21.4,47.85185472,137,27.4,61.26826258,627249.3573,25706.94087,43.22222222,43.7657908,145,7,369,92.25,39.54217158,145,59,341,85.25,66.06247044,179,25,1,1,168,168,12853.47044,12853.47044,137,24.4,51.92344793,2696.044444,2,2,2,9,1,24.4,21.4,27.4,10,13,65280,505,1,32,389,1
100.64.0.2-10.16.0.45-40472-1880-6,100.64.0.2,40472,10.16.0.45,1880,6,08:45.1,441,6,4,429,160,429,71.5,175.1385166,160,40,80,1335600.907,22675.73696,49,114.335034,353,3,441,88.2,153.8561016,363,9,425,141.6666667,184.0036232,353,17,1,1,200,136,13605.44218,9070.294785,429,58.9,139.4229775,19438.76667,2,2,2,9,0.666666667,58.9,71.5,40,42,16,64240,503,1,32,441,0
100.64.0.2-10.16.0.7-46624-7472-6,100.64.0.2,46624,10.16.0.7,7472,6,57:12.1,863,7,6,108,7408,108,15.42857143,40.82016308,4096,1234.666667,1928.737895,8709154.114,15063.73117,71.91666667,166.0155843,591,3,863,143.8333333,236.4752982,622,20,820,164,243.6062397,591,18,1,2,232,200,8111.239861,6952.491309,4096,578.1538462,1396.806468,1951068.308,2,2,3,12,0.857142857,578.1538462,15.42857143,1234.666667,8,569,65280,505,1,32,863,1
100.64.0.2-10.16.0.15-53112-1880-6,100.64.0.2,53112,10.16.0.15,1880,6,06:25.2,1646,6,4,340,469,340,56.66666667,138.8044188,469,117.25,234.5,491494.5322,6075.334143,182.8888889,512.0523519,1548,3,1646,329.2,686.4995994,1557,12,1633,544.3333333,869.4195382,1548,23,1,1,200,136,3645.200486,2430.133657,469,80.9,173.2412897,30012.54444,2,2,2,9,0.666666667,80.9,56.66666667,117.25,34,46,64240,503,1,32,1646,1
100.64.0.2-10.16.0.5-60798-8181-6,100.64.0.2,60798,10.16.0.5,8181,6,05:07.5,321,5,5,106,137,106,21.2,47.40464112,137,27.4,61.26826258,757009.3458,31152.64798,35.66666667,34.03674485,102,7,305,76.25,30.59820256,102,36,292,73,40.58735435,123,24,1,1,168,168,15576.32399,15576.32399,137,24.3,51.74735635,2677.788889,2,2,2,9,1,24.3,21.2,27.4,10,13,65280,505,1,32,321,1
10.16.0.6-144.122.71.18-59188-6642-6,10.16.0.6,59188,144.122.71.18,6642,6,49:36.7,883,10,9,474,16238,207,47.4,75.95934585,6740,1804.222222,2858.650284,18926387.32,21517.55379,49.05555556,73.45464565,326,4,883,98.11111111,100.1691625,326,7,787,98.375,122.4335826,389,9,4,6,328,296,11325.02831,10192.52548,6740,879.5789474,2108.802776,4447049.146,0,2,10,18,0.9,879.5789474,47.4,1804.222222,24,854,65280,503,4,32,883,0
100.64.0.2-10.16.0.15-57014-1880-6,100.64.0.2,57014,10.16.0.15,1880,6,06:28.6,222,5,5,255,47,255,51,114.0394669,47,9.4,21.01903899,1360360.36,45045.04505,24.66666667,42.26700841,136,4,215,53.75,63.76715455,148,11,210,52.5,56.18125429,136,17,1,1,168,168,22522.52252,22522.52252,255,30.2,80.35587512,6457.066667,2,2,2,9,1,30.2,51,9.4,25,4,64240,504,1,32,222,1
100.64.0.2-10.16.0.18-48892-3000-6,100.64.0.2,48892,10.16.0.18,3000,6,15:20.4,218,9,7,521,29956,521,57.88888889,173.6666667,12380,4279.428571,4702.875959,139802752.3,73394.49541,14.53333333,32.37694653,131,2,218,27.25,47.2704982,144,6,205,34.16666667,47.88075466,131,7,1,4,296,232,41284.40367,32110.09174,12380,1904.8125,3679.812372,13541019.1,2,2,5,15,0.777777778,1904.8125,57.88888889,4279.428571,32,1872,64240,502,1,32,218,0
100.64.0.2-10.16.0.7-38260-7472-6,100.64.0.2,38260,10.16.0.7,7472,6,45:27.6,730,6,6,108,7410,108,18,44.09081537,4096,1235,1929.168837,10298630.14,16438.35616,66.36363636,136.063421,470,4,709,141.8,201.7267954,500,35,695,139,189.2009514,470,20,1,2,200,200,8219.178082,8219.178082,4096,626.5,1447.927955,2096495.364,2,2,3,11,1,626.5,18,1235,9,617,65280,505,1,32,730,0
100.64.0.2-10.16.0.45-48800-1880-6,100.64.0.2,48800,10.16.0.45,1880,6,05:26.1,610,7,5,425,10428,425,60.71428571,160.634901,6740,2085.6,3052.880083,17791803.28,19672.13115,55.45454545,141.874144,482,3,610,101.6666667,194.0501653,497,9,589,147.25,224.4138662,482,17,1,2,232,168,11475.40984,8196.721311,6740,904.4166667,2119.046418,4490357.72,2,2,3,11,0.714285714,904.4166667,60.71428571,2085.6,35,869,64240,503,1,32,610,0
100.64.0.2-10.16.0.18-56696-3000-6,100.64.0.2,56696,10.16.0.18,3000,6,16:11.8,1154,7,7,457,11302,457,65.28571429,172.7297642,6740,1614.571429,2713.364631,10189774.7,12131.71577,88.76923077,211.4872549,777,4,1135,189.1666667,307.4692939,798,9,1112,185.3333333,295.3781757,777,11,1,3,232,232,6065.857886,6065.857886,6740,839.9285714,2014.449742,4058007.764,2,2,4,13,1,839.9285714,65.28571429,1614.571429,32,807,64240,502,1,32,1154,0
100.64.0.2-10.16.0.45-46576-1880-6,100.64.0.2,46576,10.16.0.45,1880,6,14:09.4,618,7,6,425,10428,425,60.71428571,160.634901,6740,1738,2860.247542,17561488.67,21035.59871,51.5,141.5251343,499,3,613,102.1666667,201.3895893,512,8,602,120.4,212.3989171,499,10,1,2,232,200,11326.86084,9708.737864,6740,834.8461538,2044.280307,4179081.974,2,2,3,12,0.857142857,834.8461538,60.71428571,1738,32,802,64240,503,1,32,618,0
100.64.0.2-10.16.0.45-59678-1880-6,100.64.0.2,59678,10.16.0.45,1880,6,10:16.7,496,6,4,481,247,481,80.16666667,196.3674277,247,61.75,123.5,1467741.935,20161.29032,55.11111111,119.9400313,373,4,496,99.2,160.4967289,385,13,470,156.6666667,189.0775855,373,23,1,1,200,136,12096.77419,8064.516129,481,72.8,163.08539,26596.84444,2,2,2,9,0.666666667,72.8,80.16666667,61.75,48,24,64240,502,1,32,496,0
100.64.0.2-10.16.0.18-34376-3000-6,100.64.0.2,34376,10.16.0.18,3000,6,49:48.7,486,5,5,468,240,468,93.6,209.2959627,240,48,107.3312629,1456790.123,20576.13169,54,127.2890412,393,3,479,119.75,190.5769748,405,13,474,118.5,183.0382474,393,23,1,1,168,168,10288.06584,10288.06584,468,70.8,158.6392133,25166.4,2,2,2,9,1,70.8,93.6,48,46,24,64240,502,1,32,486,0
100.64.0.2-100.64.0.1-0-0-0,100.64.0.2,0,100.64.0.1,0,0,26:22.4,117325352,24,24,0,0,0,0,0,0,0,0,0,0.409118738,2496284.085,2577384.486,5101613,78,117325189,5101095.174,848.3883465,5101787,5097516,117325228,5101096.87,846.1787531,5101776,5097547,0,0,0,0,0.204559369,0.204559369,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100.64.0.2-10.16.0.7-42914-7472-6,100.64.0.2,42914,10.16.0.7,7472,6,53:52.1,553,7,6,108,7407,108,15.42857143,40.82016308,4096,1234.5,1928.522517,13589511.75,23508.13743,46.08333333,100.9666537,362,3,553,92.16666667,142.513742,381,16,520,104,146.6492414,362,9,1,2,232,200,12658.22785,10849.90958,4096,578.0769231,1396.643385,1950612.744,2,2,3,12,0.857142857,578.0769231,15.42857143,1234.5,8,569,65280,505,1,32,553,1
100.64.0.2-10.16.0.18-43538-3000-6,100.64.0.2,43538,10.16.0.18,3000,6,30:23.4,1062,8,8,443,25370,443,55.375,156.624152,7794,3171.25,3544.094474,24306026.37,15065.91337,70.8,211.7438479,831,3,1052,150.2857143,310.8342078,850,7,1036,148,302.9961496,831,7,1,4,264,264,7532.956685,7532.956685,7794,1613.3125,2908.959326,8462044.362,2,2,5,15,1,1613.3125,55.375,3171.25,27,1585,64240,503,1,32,1062,0
100.64.0.2-10.16.0.45-49152-1880-6,100.64.0.2,49152,10.16.0.45,1880,6,05:35.5,460,6,4,468,246,468,78,191.0601999,246,61.5,123,1552173.913,21739.13043,51.11111111,111.613669,347,4,460,92,149.9916664,359,11,441,147,175.1456537,347,21,1,1,200,136,13043.47826,8695.652174,468,71.4,159.3599699,25395.6,2,2,2,9,0.666666667,71.4,78,61.5,46,24,64240,502,1,32,460,0
100.64.0.2-10.16.0.18-33262-3000-6,100.64.0.2,33262,10.16.0.18,3000,6,13:58.5,361,6,5,470,180,470,78.33333333,191.8766965,180,36,80.49844719,1800554.017,30470.91413,36.1,90.39966814,293,0,361,72.2,130.7792032,306,8,344,86,138.2630343,293,5,1,1,200,168,16620.49861,13850.41551,470,59.09090909,146.5915786,21489.09091,2,2,2,10,0.833333333,59.09090909,78.33333333,36,42,16,64240,502,1,32,361,0
100.64.0.2-10.16.0.4-59594-8181-6,100.64.0.2,59594,10.16.0.4,8181,6,06:18.7,236,5,5,106,137,106,21.2,47.40464112,137,27.4,61.26826258,1029661.017,42372.88136,26.22222222,25.71370149,87,6,217,54.25,26.28529373,87,32,212,53,38.00877092,109,27,1,1,168,168,21186.44068,21186.44068,137,24.3,51.74735635,2677.788889,2,2,2,9,1,24.3,21.2,27.4,10,13,65280,505,1,32,236,1
100.64.0.2-10.16.0.45-49558-1880-6,100.64.0.2,49558,10.16.0.45,1880,6,03:36.3,464,6,4,498,247,498,83,203.3076487,247,61.75,123.5,1605603.448,21551.72414,51.55555556,111.2397311,346,3,464,92.8,148.9956375,358,8,445,148.3333333,174.6262676,346,15,1,1,200,136,12931.03448,8620.689655,498,74.5,167.8327541,28167.83333,2,2,2,9,0.666666667,74.5,83,61.75,49,24,64240,502,1,32,464,0
100.64.0.2-10.16.0.15-38354-1880-6,100.64.0.2,38354,10.16.0.15,1880,6,06:33.5,701,6,4,446,2626,446,74.33333333,182.0787375,2626,656.5,1313,4382310.984,14265.33524,77.88888889,176.4096401,545,4,701,140.2,234.168102,557,11,683,227.6666667,278.9790912,545,21,1,1,200,136,8559.201141,5706.134094,2626,307.2,826.7119342,683452.6222,2,2,2,9,0.666666667,307.2,74.33333333,656.5,44,262,64240,503,1,32,701,1
100.64.0.2-10.16.0.45-42840-1880-6,100.64.0.2,42840,10.16.0.45,1880,6,40:34.3,798,6,4,461,270,461,76.83333333,188.2024619,270,67.5,135,916040.1003,12531.32832,88.66666667,202.3789762,626,4,798,159.6,267.9091264,638,18,760,253.3333333,324.7404091,626,31,1,1,200,136,7518.796992,5012.531328,461,73.1,160.5493694,25776.1,2,2,2,9,0.666666667,73.1,76.83333333,67.5,46,27,64240,502,1,32,798,0
10.16.0.2-144.122.71.18-60308-6642-6,10.16.0.2,60308,144.122.71.18,6642,6,42:09.1,7672,15,10,528,21205,261,35.2,76.10256237,6740,2120.5,2951.481144,2832768.509,3258.602711,319.6666667,333.6820495,1257,1,7672,548,369.7102816,1375,1,7034,781.5555556,714.4839241,1697,8,4,6,488,328,1955.161627,1303.441084,6740,869.32,2087.393784,4357212.81,2,2,10,24,0.666666667,869.32,35.2,2120.5,21,848,65280,503,4,32,7672,0
100.64.0.2-10.16.0.18-44164-3000-6,100.64.0.2,44164,10.16.0.18,3000,6,14:45.8,629,5,5,481,165,481,96.2,215.1097394,165,33,73.79024326,1027027.027,15898.25119,69.88888889,171.6555013,527,3,622,155.5,258.1401428,542,11,613,153.25,249.46927,527,19,1,1,168,168,7949.125596,7949.125596,481,64.6,155.2254275,24094.93333,2,2,2,9,1,64.6,96.2,33,48,16,64240,502,1,32,629,0
10.16.0.5-144.122.171.92-56662-53-17,10.16.0.5,56662,144.122.171.92,53,17,05:36.6,878,1,1,38,104,38,38,0,104,104,0,161731.2073,2277.904328,878,0,878,878,0,0,0,0,0,0,0,0,0,0,0,0,8,8,1138.952164,1138.952164,104,71,46.66904756,2178,0,0,0,0,1,71,38,104,19,52,0,0,0,8,0,0
100.64.0.2-10.16.0.18-57720-3000-6,100.64.0.2,57720,10.16.0.18,3000,6,29:05.9,622,5,5,467,180,467,93.4,208.8487491,180,36,80.49844719,1040192.926,16077.17042,69.11111111,156.3541209,484,6,610,152.5,230.0644837,497,22,607,151.75,222.3666267,484,22,1,1,168,168,8038.585209,8038.585209,467,64.7,152.2527504,23180.9,2,2,2,9,1,64.7,93.4,36,46,18,64240,502,1,32,622,0
10.16.0.6-144.122.71.18-52302-6642-6,10.16.0.6,52302,144.122.71.18,6642,6,52:58.0,799,10,9,474,16238,207,47.4,75.95934585,6740,1804.222222,2858.650284,20916145.18,23779.72466,44.38888889,71.36413574,318,4,799,88.77777778,97.31877745,318,8,710,88.75,127.9271556,392,8,4,6,328,296,12515.64456,11264.0801,6740,879.5789474,2108.802776,4447049.146,0,2,10,18,0.9,879.5789474,47.4,1804.222222,24,854,65280,503,4,32,799,1
10.16.0.5-144.122.171.92-56177-53-17,10.16.0.5,56177,144.122.171.92,53,17,04:39.7,1007,1,1,55,102,55,55,0,102,102,0,155908.6395,1986.097319,1007,0,1007,1007,0,0,0,0,0,0,0,0,0,0,0,0,8,8,993.0486594,993.0486594,102,78.5,33.23401872,1104.5,0,0,0,0,1,78.5,55,102,27,51,0,0,0,8,0,1
100.64.0.2-10.16.0.18-44732-3000-6,100.64.0.2,44732,10.16.0.18,3000,6,11:11.0,10925,126,138,420,3392718,420,3.333333333,37.41657387,41788,24584.91304,13164.79073,310584714,24164.75973,41.53992395,520.2443617,8442,0,10917,87.336,756.3517054,8471,3,10906,79.60583942,721.4466406,8458,1,1,133,4040,4424,11533.18078,12631.57895,41788,12852.79545,15543.6647,241605512.2,2,2,134,263,1.095238095,12852.79545,3.333333333,24584.91304,1,12851,64240,503,1,32,10925,0
10.16.0.4-144.122.171.92-39208-53-17,10.16.0.4,39208,144.122.171.92,53,17,50:12.9,18875084,5,5,242,892,60,48.4,8.961026727,486,178.4,172.0328457,60.07920283,0.529798967,2097231.556,3645531.543,9481751,227,18874069,4718517.25,4354389.729,9482604,1148,18874264,4718566,4354336.303,9482766,1296,0,0,40,40,0.264899483,0.264899483,486,113.4,133.7295779,17883.6,0,0,0,0,1,113.4,48.4,178.4,24,89,0,0,4,8,0,1
100.64.0.2-10.16.0.15-34274-1880-6,100.64.0.2,34274,10.16.0.15,1880,6,05:23.8,13950,5,5,772,115,772,154.4,345.2488957,115,23,51.42956348,63584.22939,716.8458781,1550,4589.275624,13788,4,13936,3484,6880.062064,13804,19,13928,3482,6870.684439,13788,29,1,1,168,168,358.4229391,358.4229391,772,88.7,242.792115,58948.01111,2,2,2,9,1,88.7,154.4,23,77,11,64240,502,1,32,13950,1
100.64.0.2-10.16.0.18-41076-3000-6,100.64.0.2,41076,10.16.0.18,3000,6,37:52.3,395,6,5,468,180,468,78,191.0601999,180,36,80.49844719,1640506.329,27848.10127,39.5,104.2446375,336,3,391,78.2,150.3053559,347,7,386,96.5,159.8363747,336,8,1,1,200,168,15189.87342,12658.22785,468,58.90909091,146.0311299,21325.09091,2,2,2,10,0.833333333,58.90909091,78,36,42,16,64240,502,1,32,395,0
100.64.0.2-10.16.0.45-36092-1880-6,100.64.0.2,36092,10.16.0.45,1880,6,17:00.1,388,6,4,430,160,430,71.66666667,175.5467649,160,40,80,1520618.557,25773.19588,43.11111111,96.7515432,300,3,388,77.6,130.1971582,310,9,372,124,153.7270308,300,16,1,1,200,136,15463.91753,10309.27835,430,59,139.7179699,19521.11111,2,2,2,9,0.666666667,59,71.66666667,40,43,16,64240,503,1,32,388,0
100.64.0.2-10.16.0.18-60342-3000-6,100.64.0.2,60342,10.16.0.18,3000,6,04:42.2,734,5,5,473,165,473,94.6,211.5320307,165,33,73.79024326,869209.8093,13623.9782,81.55555556,190.6758448,589,3,722,180.5,281.7143944,602,19,710,177.5,274.5863556,589,32,1,1,168,168,6811.989101,6811.989101,473,63.8,152.8432748,23361.06667,2,2,2,9,1,63.8,94.6,33,47,16,64240,502,1,32,734,0
100.64.0.2-10.16.0.15-54872-1880-6,100.64.0.2,54872,10.16.0.15,1880,6,06:26.5,741,6,4,353,482,353,58.83333333,144.1116465,482,120.5,241,1126855.601,13495.27665,82.33333333,198.8341017,609,3,741,148.2,263.6620944,617,12,728,242.6666667,319.1243227,609,25,1,1,200,136,8097.165992,5398.110661,482,83.5,178.6400789,31912.27778,2,2,2,9,0.666666667,83.5,58.83333333,120.5,35,48,64240,503,1,32,741,1
100.64.0.2-10.16.0.45-33758-1880-6,100.64.0.2,33758,10.16.0.45,1880,6,29:32.8,272,6,4,466,246,466,77.66666667,190.2437034,246,61.5,123,2617647.059,36764.70588,30.22222222,60.92983214,191,3,272,54.4,82.16629479,200,8,256,85.33333333,93.16830649,191,15,1,1,200,136,22058.82353,14705.88235,466,71.2,158.8072207,25219.73333,2,2,2,9,0.666666667,71.2,77.66666667,61.5,46,24,64240,502,1,32,272,0
100.64.0.2-10.16.0.15-38444-1880-6,100.64.0.2,38444,10.16.0.15,1880,6,04:20.0,908,6,4,338,451,338,56.33333333,137.9879222,451,112.75,225.5,868942.7313,11013.21586,100.8888889,244.3565246,751,4,908,181.6,326.0157972,764,16,878,292.6666667,398.5126514,751,28,1,1,200,136,6607.929515,4405.286344,451,78.9,168.4547087,28376.98889,2,2,2,9,0.666666667,78.9,56.33333333,112.75,33,45,64240,503,1,32,908,1
10.16.0.6-144.122.71.18-59458-6642-6,10.16.0.6,59458,144.122.71.18,6642,6,19:19.0,958,12,10,528,21205,261,44,83.35902634,6740,2120.5,2951.481144,22685803.76,22964.50939,45.61904762,73.55234612,314,3,958,87.09090909,95.13827258,314,7,932,103.5555556,119.2613843,382,7,4,6,392,328,12526.09603,10438.41336,6740,987.8636364,2203.858074,4856990.409,2,2,10,21,0.833333333,987.8636364,44,2120.5,24,963,65280,503,4,32,958,0
10.16.0.2-144.122.71.18-41390-6642-6,10.16.0.2,41390,144.122.71.18,6642,6,55:02.3,88247,14,9,528,21205,261,37.71428571,78.32617066,6740,2356.111111,3029.130133,246274.6609,260.6320895,4011.227273,16543.86559,78043,6,88247,6788.230769,21416.11726,78043,12,87625,10953.125,27454.39924,78845,7,4,6,456,296,158.6456197,101.9864698,6740,944.9130435,2163.018134,4678647.447,2,2,10,22,0.642857143,944.9130435,37.71428571,2356.111111,22,921,65280,503,4,32,88247,0
100.64.0.2-10.16.0.5-41710-8080-6,100.64.0.2,41710,10.16.0.5,8080,6,14:46.2,298,5,5,107,137,107,21.4,47.85185472,137,27.4,61.26826258,818791.9463,33557.04698,33.11111111,31.48588749,106,7,282,70.5,28.58321186,106,36,269,67.25,45.05829557,130,26,1,1,168,168,16778.52349,16778.52349,137,24.4,51.92344793,2696.044444,2,2,2,9,1,24.4,21.4,27.4,10,13,65280,505,1,32,298,0
100.64.0.2-10.16.0.18-43064-3000-6,100.64.0.2,43064,10.16.0.18,3000,6,04:49.0,388,6,5,455,180,455,75.83333333,185.7529722,180,36,80.49844719,1636597.938,28350.51546,38.8,99.62462882,322,3,388,77.6,142.8488712,333,8,376,94,152.2125707,322,7,1,1,200,168,15463.91753,12886.59794,455,57.72727273,142.396693,20276.81818,2,2,2,10,0.833333333,57.72727273,75.83333333,36,41,16,64240,502,1,32,388,0
10.16.0.6-144.122.71.18-58306-6642-6,10.16.0.6,58306,144.122.71.18,6642,6,59:18.1,852,10,9,474,16238,207,47.4,75.95934585,6740,1804.222222,2858.650284,19615023.47,22300.46948,47.33333333,70.85278856,306,4,852,94.66666667,101.2990622,306,7,771,96.375,134.8956607,415,8,4,6,328,296,11737.0892,10563.38028,6740,879.5789474,2108.802776,4447049.146,0,2,10,18,0.9,879.5789474,47.4,1804.222222,24,854,65280,503,4,32,852,0
100.64.0.2-10.16.0.5-36768-8181-6,100.64.0.2,36768,10.16.0.5,8181,6,50:27.5,291,5,5,106,137,106,21.2,47.40464112,137,27.4,61.26826258,835051.5464,34364.26117,32.33333333,30.16206226,98,8,274,68.5,31.41655614,114,43,258,64.5,30.68658773,98,30,1,1,168,168,17182.13058,17182.13058,137,24.3,51.74735635,2677.788889,2,2,2,9,1,24.3,21.2,27.4,10,13,65280,505,1,32,291,1
